company_name,domain,website_clean,priority_tier,tier_name,business_type,market_region,estimated_employees,currency,monthly_revenue_display,monthly_revenue_numeric,opportunity_value_display,opportunity_value_numeric,overall_score,digital_maturity_score,technology_readiness,digital_opportunity,website_performance_score,website_accessibility_score,website_seo_score,website_best_practices_score,website_overall_score,website_status,needs_improvement,outreach_priority,primary_pain_point,urgency_level,estimated_monthly_impact,success_probability,follow_up_timeline,talking_point_1,talking_point_2,talking_point_3,discovery_query,discovery_date,discovery_source,enrichment_status,enrichment_mode,enrichment_timestamp,lead_status,assigned_to,contact_priority,follow_up_date,notes,created_date,last_modified
How Much Does It Cost: initial consultation with a lawyer,iconlaw.ca › how-it-works,https://iconlaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:14.446916,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Vancouver Estate Lawyers | Free Consultation,onyxlaw.ca › estate-lawyer-vancouver,https://onyxlaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:15.443839,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
JFK Law LLP | Aboriginal and Constitutional Law Firm,jfklaw.ca,https://jfklaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",6,CAD,"CAD $90,000",90000.0,CAD $227,226.79999999999998,0.838,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,6750.0,0.66,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:16.460519,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920474,2025-07-30T16:35:27.920474
Family Medicine - Book an Appointment,gracemedicalclinic.ca › book-an-appointm...,https://gracemedicalclinic.ca,3,Tier 3 - Silver,Medical,"Toronto, ON",5,CAD,"CAD $50,000",50000.0,CAD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:41.325701,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Frequently Asked Questions - New Patient Registration,albanyclinic.ca › new-patient-registration,https://albanyclinic.ca,3,Tier 3 - Silver,Medical,"Toronto, ON",5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:42.325964,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Family Doctor Accepting New Patients Now in Thornhill,torontopolyclinic.com › uncategorized,https://torontopolyclinic.com,3,Tier 3 - Silver,Medical,"Buffalo, NY",5,USD,"USD $50,000",50000.0,USD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:43.312208,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Family Doctor,fortyorkmedical.com › family-doctor,https://fortyorkmedical.com,3,Tier 3 - Silver,Medical,"Buffalo, NY",5,USD,"USD $50,000",50000.0,USD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:44.352586,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.914530,2025-07-30T16:35:27.914530
Family Doctor Alternative Toronto | Care& Medical Clinic,careand.ca › services,https://careand.ca,3,Tier 3 - Silver,Medical,"Toronto, ON",5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:45.376382,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
What are some good physiotherapy clinics in ottawa?,20+ comments  ·  7 years ago,https://20+ comments  ·  7 years ago,3,Tier 3 - Silver,Medical,"Portland, OR",5,USD,"USD $50,000",50000.0,USD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:45.377373,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
"COMPLETE FAMILY MEDICINE - Douglasville, GA",m.yelp.ca › ... › doctors › family practice,https://m.yelp.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:46.362593,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
"TOP 10 BEST Private Practice Doctor in Marietta, GA",yelp.ca › health & medical,https://yelp.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:47.366791,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Solutions to Bolster Primary Care,cfpc.ca › transforming-the-foundatio...,https://cfpc.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:48.363382,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Successful Independent Family Practice Medical Clinic,loopnet.ca › biz › business-opportunity › s...,https://loopnet.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:49.336394,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
First Five Years in Family Practice initiative,cfp.ca › content,https://cfp.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:50.359891,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Incentive funding in BC is a key factor for physicians to remain in ...,cmaj.ca › content,https://cmaj.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:51.355935,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Taking Over a Family Practice,healthforceontario.ca › tips-tofp-en,https://healthforceontario.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:52.373505,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Assessment Objectives for Certification in Family Medicine,cfpc.ca › resources › examinations,https://cfpc.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:53.384231,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Rural Family Medicine Enhanced Surgical Skills OB Locum ...,www2.gov.bc.ca › resso_policy-april-2025,https://www2.gov.bc.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:54.392502,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Medical Practices For Sale,loopnet.ca › biz › medical-practices-for-sale,https://loopnet.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""family practice"" ""independent"" ""established"" -corporate",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:55.398312,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
"Hearing Test, Hearing Clinic and Hearing Aids | Anik Street ...",hearinglife.ca › centers › ontario,https://hearinglife.ca,3,Tier 3 - Silver,Medical,"Ontario, CA",5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:56.391031,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Why Finding a Physio Close to Me is the Key to Consistent ...,globalhealthphysiotherapy.ca › resources,https://globalhealthphysiotherapy.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:57.411011,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
"Hearing Test, Hearing Clinic and Hearing Aids in St. Paul",hearinglife.ca › centers › alberta,https://hearinglife.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:58.417348,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
IUD Removal Procedure – What to Expect at Clinic,citymedhealth.ca › 2025,https://citymedhealth.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:33:59.427910,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
4 Problems that Physiotherapists Can Treat,oakridgephysio.ca › 4-problems-that-physiothera...,https://oakridgephysio.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:00.442322,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Hearing Aid Treatment | Personalized Care at All Ears,allearsclinics.ca › hearing-aid-treatment,https://allearsclinics.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:01.488249,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Barefoot running: Is it right for you?,oakridgephysio.ca › barefoot-running-is-it-right-...,https://oakridgephysio.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:02.437683,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Lipotropic Injections Near Me in Markham,idcosmeticclinic.ca › news,https://idcosmeticclinic.ca,3,Tier 3 - Silver,Medical,Canada,5,CAD,"CAD $50,000",50000.0,CAD $86,86.23999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"site:*.ca ""local clinic"" ""book appointment"" ""call"" -booking.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:03.470506,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Best family doctor accepting new patients near East York ...,"m.yelp.com › search › find_loc=east+york,+toro...",https://m.yelp.com,3,Tier 3 - Silver,Medical,North America,5,USD,"USD $50,000",50000.0,USD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:04.443285,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
HealthOne Medical Walk-In Clinic at The Well in Toronto,healthone.ca › the-well › medical-tw,https://healthone.ca,3,Tier 3 - Silver,Medical,"Toronto, ON",5,CAD,"CAD $50,000",50000.0,CAD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:05.423555,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
St. Clair Medical Clinic,stclairmedical.ca,https://stclairmedical.ca,3,Tier 3 - Silver,Medical,"Toronto, ON",5,CAD,"CAD $50,000",50000.0,CAD $94,94.07999999999998,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:06.422478,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Family Doctor and Walk-In Clinic in Bayside,intrepidhealthgroup.com › clinics,https://intrepidhealthgroup.com,3,Tier 3 - Silver,Medical,North America,5,USD,"USD $50,000",50000.0,USD $78,78.39999999999999,0.838,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,3750.0,0.65,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"""medical clinic"" (toronto OR ""upstate new york"") ""new patient""",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:07.419988,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.916642,2025-07-30T16:35:27.916642
Physiotherapy Calgary South [Alpine Sports Therapy Centre],alpinetherapy.ca,https://alpinetherapy.ca,3,Tier 3 - Silver,Physiotherapy,"Calgary, AB",8,CAD,"CAD $63,333",63333.333333333336,CAD $98,97.53333333333335,0.834,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.65,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:17.499255,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920474,2025-07-30T16:35:27.920474
Westman,activesportstherapy.ca › westman,https://activesportstherapy.ca,3,Tier 3 - Silver,Physiotherapy,"Calgary, AB",8,CAD,"CAD $63,333",63333.333333333336,CAD $98,97.53333333333335,0.834,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,4750.0,0.65,24 hours,Website loading 50% slower than industry standard,,,"site:*.ca ""calgary"" ""physiotherapy"" ""sports therapy"" -franchise",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:18.477655,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
"YLaw: Family, Employment and Estates Lawyers",ylaw.ca,https://ylaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",5,CAD,"CAD $75,000",75000.0,CAD $189,189.0,0.831,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5625.0,0.65,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:19.505076,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
Vancouver Family Lawyers | Free Consultation,crossroadslaw.ca › vancouver-family-lawyers,https://crossroadslaw.ca,3,Tier 3 - Silver,Legal,"Vancouver, BC",5,CAD,"CAD $75,000",75000.0,CAD $189,189.0,0.831,46.5,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5625.0,0.65,24 hours,Website loading 50% slower than industry standard,Professional website credibility directly impacts client acquisition,,"site:*.ca ""law firm"" ""consultation"" vancouver -directory -lawyer.com",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:20.502640,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
BUFFALO MEDICAL GROUP PC - Updated July 2025,yelp.com › ... › health & medical › doctors,https://yelp.com,3,Tier 3 - Silver,Medical,"Buffalo, NY",8,USD,"USD $73,333",73333.33333333333,USD $115,114.98666666666665,0.826,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5500.0,0.64,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""toronto"" OR ""buffalo"") ""medical clinic"" ""new patients"" -hospital",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:21.511707,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
portland physiotherapy clinic,portlandphysiotherapyclinic.com.au,https://portlandphysiotherapyclinic.com.au,3,Tier 3 - Silver,Medical,"Portland, OR",8,USD,"USD $73,333",73333.33333333333,USD $115,114.98666666666665,0.826,48.0,Low,Unknown,0,0,0,0,0,unknown,True,Platinum,Website Speed Optimization,Urgent,5500.0,0.64,24 hours,Website loading 50% slower than industry standard,Accessibility compliance critical for healthcare websites,,"(""ottawa"" OR ""portland"") ""physiotherapy clinic"" -franchise -network",,SearchAPI Real Discovery,enriched,live,2025-07-30T16:34:22.483073,new,,platinum,2025-08-04T09:00:00,Primary opportunity: Website Speed Optimization. Technology readiness: Low. MEDIUM conversion probability.,2025-07-30T16:35:27.920933,2025-07-30T16:35:27.920933
